,age,dependents,occupation,customer_nw_category,current_balance,current_month_credit,previous_month_credit,churn,gender_Female,gender_Male
21252,37,0,2,0,3632.08,1428.87,0.3,0,0,1
21253,39,0,1,1,1695.49,4307.0,0.04,1,1,0
21254,43,0,2,0,923.56,0.61,0.61,0,1,0
21255,20,0,0,1,6366.07,0.51,0.51,0,0,1
21256,71,0,4,0,4172.42,0.36,0.36,0,0,1
21257,51,0,1,1,3381.65,0.23,42857.37,1,0,1
21258,60,0,2,0,1660.53,0.67,0.67,0,0,1
21259,90,0,2,3,5856.57,7143.4,0.54,0,0,1
21260,33,0,2,1,5721.78,0.56,0.56,0,0,1
21261,48,1,2,1,14692.47,0.3,14286.01,0,0,1
21262,24,0,0,1,4629.64,242.3,249.44,0,1,0
21263,80,0,4,0,14334.1,0.24,0.24,1,1,0
21264,28,0,2,0,4214.06,0.44,0.44,0,0,1
21265,72,0,2,1,21138.24,0.06,4919.18,0,1,0
21266,45,1,2,1,2363.66,1944.23,551.43,0,0,1
21267,42,0,1,1,3510.87,0.36,0.36,0,0,1
21268,72,1,1,1,1910.85,0.03,0.03,0,0,1
21269,68,1,1,3,3805.51,8571.99,14.7,0,0,1
21270,90,0,2,1,3873.8,0.23,0.23,0,1,0
21271,58,0,1,3,66206.64,171.64,193.07,0,0,1
21272,59,0,2,1,2282.8,0.07,0.07,1,0,1
21273,59,1,2,0,580.76,357.47,0.33,1,0,1
21274,75,1,4,1,2897.15,412.83,865.01,0,0,1
21275,79,0,2,1,387.32,0.43,0.43,1,0,1
21276,69,0,4,0,2407.8,13898.8,6970.18,0,0,1
21277,33,0,1,0,0.13,0.13,636.73,1,0,1
21278,53,0,2,0,2340.03,0.39,0.39,0,0,1
21279,65,0,1,0,3228.97,457.47,457.47,0,0,1
21280,9,0,0,3,6916.13,0.37,0.37,0,1,0
21281,33,0,2,1,17431.49,0.11,156.07,0,1,0
21282,41,0,2,0,2175.57,0.03,1428.6,0,1,0
21283,61,1,2,1,3306.12,50.24,48.81,0,0,1
21284,71,0,2,1,5081.57,1736.0,0.51,0,1,0
21285,83,0,2,1,3176.18,0.44,0.44,0,0,1
21286,46,0,2,0,686.9,0.06,0.06,1,1,0
21287,39,1,1,0,2090.96,751.63,8039.73,0,0,1
21288,47,0,2,0,510.6,0.44,29.01,1,0,1
21289,51,0,1,0,9281.8,429.03,358.99,0,0,1
21290,21,0,0,1,9723.14,0.34,0.34,0,1,0
21291,84,0,2,1,2678.34,0.2,0.2,0,1,0
21292,23,0,0,1,1752.47,0.41,0.41,1,1,0
21293,55,1,1,0,5316.25,1471.87,386.16,0,0,1
21294,47,0,1,0,1337.68,0.21,0.21,0,0,1
21295,79,0,2,1,3738.81,1428.73,0.16,0,0,1
21296,40,0,1,1,2123.68,0.06,0.06,0,1,0
21297,54,0,2,1,4763.63,571.97,0.54,0,1,0
21298,30,1,0,1,472.55,0.13,0.13,1,0,1
21299,33,0,2,0,6703.96,0.13,0.13,0,1,0
21300,70,0,4,1,1652.91,37469.97,143.47,1,0,1
21301,67,1,1,3,15288.04,6136.31,80821.55,0,0,1
21302,49,0,2,1,2883.43,0.37,0.37,0,0,1
21303,46,0,2,0,1869.21,0.4,0.4,1,0,1
21304,74,0,4,1,2488.06,0.27,0.27,0,1,0
21305,61,0,1,1,1750.38,0.26,0.26,0,0,1
21306,49,0,2,1,3583.19,0.44,0.44,0,1,0
21307,64,0,2,0,128.91,896.97,93.4,1,1,0
21308,43,0,2,1,3398.83,0.24,0.24,0,0,1
21309,66,0,4,0,2994.24,0.01,0.01,0,0,1
21310,90,0,2,3,1753.12,0.23,0.23,0,0,1
21311,36,0,2,0,15315.64,14286.07,614.64,0,0,1
21312,31,0,1,0,7581.18,21.38,0.6,0,1,0
21313,76,0,4,1,3274.16,0.6,0.6,0,0,1
21314,44,0,2,1,3293.29,4071.76,643.19,0,1,0
21315,57,0,2,0,3012.0,0.1,714.39,0,0,1
21316,80,0,2,3,2423.45,170733.81,6091.91,0,1,0
21317,48,0,2,1,1848.62,605.83,677.26,0,1,0
21318,66,0,4,0,1005.22,0.17,4571.6,1,1,0
21319,45,1,2,1,1627.3,0.17,0.17,1,0,1
21320,55,0,2,1,9902.31,0.31,0.31,0,1,0
21321,61,1,1,1,25264.76,1318.81,5098.93,0,0,1
21322,43,0,2,1,3910.15,5670.57,3300.6,0,1,0
21323,73,0,4,1,2689.91,0.03,0.03,0,0,1
21324,51,0,2,3,3340.01,3733.53,624.96,0,0,1
21325,48,0,2,0,2206.25,314.81,0.53,0,0,1
21326,45,1,2,0,1681.48,94.34,937.2,0,0,1
21327,44,0,1,0,3481.6,0.47,0.47,0,1,0
21328,41,0,2,0,12758.61,357.33,0.19,0,0,1
21329,48,1,2,1,12209.08,2029.11,476.26,0,0,1
21330,64,0,4,0,3449.38,4821.81,643.24,0,0,1
21331,65,0,1,3,13206.28,14899.57,7143.46,0,0,1
21332,32,0,2,1,206.39,44.75,15833.83,1,1,0
21333,41,0,1,0,861.61,0.51,0.51,1,0,1
21334,44,1,2,1,12523.3,9741.81,232.9,0,0,1
21335,51,0,2,1,239.55,18.44,281.66,1,0,1
21336,70,0,2,1,3259.57,0.76,0.59,0,0,1
21337,70,0,2,1,1466.99,0.31,0.31,0,1,0
21338,56,1,2,1,2421.33,0.01,0.01,0,0,1
21339,35,0,2,0,20136.32,0.03,0.03,0,1,0
21340,64,0,2,1,3408.68,0.49,0.49,0,0,1
21341,62,0,2,0,6495.56,0.31,143.17,0,0,1
21342,80,0,2,1,9081.51,0.16,0.16,0,1,0
21343,32,0,1,0,2747.14,1318.71,542.7,0,1,0
21344,57,0,1,0,32807.21,31937.84,4750.46,1,0,1
21345,57,0,2,1,1766.06,0.21,0.21,0,1,0
21346,67,0,2,3,7284.08,1246.84,1938.53,0,0,1
21347,39,0,2,1,2542.78,5714.56,0.27,0,1,0
21348,42,1,1,0,1546.67,1382.54,2143.33,0,0,1
21349,45,0,2,1,698.71,5658.16,2857.46,1,0,1
21350,64,0,3,0,5357.93,14285.86,0.14,0,0,1
21351,73,0,4,0,5981.75,0.31,0.31,0,0,1
21352,44,0,2,1,44697.04,0.5,0.5,0,1,0
21353,59,0,2,1,3676.33,0.31,0.31,0,1,0
21354,39,1,2,1,6342.6,0.24,0.24,0,0,1
21355,58,0,2,0,2312.07,242.9,228.61,0,1,0
21356,61,0,2,0,8406.94,0.64,0.64,0,1,0
21357,45,0,2,1,5425.08,0.34,428.91,0,1,0
21358,75,0,4,1,1021.42,0.09,0.09,0,0,1
21359,45,0,1,0,8153.49,6514.89,802.31,0,1,0
21360,32,0,2,0,6863.84,0.5,0.5,0,1,0
21361,25,0,2,3,2700.14,450.61,486.33,0,1,0
21362,23,0,0,0,1436.68,15437.06,5899.54,1,0,1
21363,25,0,0,1,8822.83,1.14,0.01,0,0,1
21364,38,0,2,1,2224.12,205.76,53.03,0,1,0
21365,52,1,1,1,14646.03,0.04,7389.56,0,0,1
21366,32,1,2,1,5427.24,3500.34,3014.63,0,0,1
21367,54,0,2,0,944.49,0.17,0.17,1,1,0
21368,47,0,2,1,2945.82,489.13,489.13,0,1,0
21369,67,1,2,1,7150.19,2701.69,2765.24,0,1,0
21370,75,0,2,0,2612.68,0.27,0.27,0,1,0
21371,42,0,1,0,2960.26,148.32,4.33,0,1,0
21372,30,0,0,1,4854.83,0.31,0.31,0,0,1
21373,28,0,1,0,2697.59,0.26,15.56,0,1,0
21374,35,1,1,1,3346.78,0.7,0.7,0,1,0
21375,73,0,4,0,1727.02,0.23,0.23,0,0,1
21376,35,0,2,1,266.99,0.26,0.26,1,0,1
21377,32,1,2,0,15549.74,0.04,0.04,0,1,0
21378,69,0,2,1,4323.64,0.06,0.06,0,0,1
21379,51,0,1,1,1801.02,0.53,0.53,0,0,1
21380,59,0,2,1,6580.12,1871.51,285.8,0,1,0
21381,35,0,2,0,281.78,54.19,54.24,1,1,0
21382,52,0,2,0,8184.87,0.63,8765.41,0,1,0
21383,58,0,2,3,8231.09,1286.01,1928.87,0,1,0
21384,53,0,2,1,5898.69,0.43,0.43,0,0,1
21385,23,0,0,0,1986.06,428.71,78.14,0,1,0
21386,46,0,1,0,1622.92,726.1,1474.16,0,0,1
21387,27,0,2,1,5977.64,8679.41,45922.27,1,0,1
21388,44,0,2,1,4834.5,0.47,571.9,0,1,0
21389,63,1,1,0,1843.98,0.53,7.67,0,0,1
21390,50,0,2,1,1694.28,0.2,0.2,1,1,0
21391,28,0,2,1,2605.51,0.31,0.31,0,1,0
21392,35,0,2,1,1872.05,0.64,0.64,0,1,0
21393,41,1,2,1,10011.41,0.11,0.11,0,0,1
21394,3,0,0,0,2001.84,0.31,0.31,0,0,1
21395,61,1,2,0,1917.51,0.1,0.1,0,0,1
21396,55,0,1,1,3351.23,2519.31,214.74,0,0,1
21397,30,0,2,1,2371.34,0.24,0.24,0,1,0
21398,33,0,2,0,27265.25,13240.73,10714.8,0,0,1
21399,60,1,2,3,8046.01,0.62,1.85,0,0,1
21400,90,0,2,0,19180.9,0.07,0.07,0,0,1
21401,55,0,1,0,-1357.86,5000.49,25714.77,1,1,0
21402,81,0,4,1,12319.07,0.2,0.2,0,0,1
21403,43,0,1,0,7165.44,6979.97,314.53,0,0,1
21404,55,1,2,1,6858.35,6937.01,1429.07,0,0,1
21405,45,0,2,0,3358.63,0.49,0.49,0,0,1
21406,68,0,1,0,1918.56,7142.87,0.01,0,0,1
21407,38,0,1,1,16088.56,0.67,1374.49,0,1,0
21408,29,0,0,3,9121.36,0.5,0.5,1,1,0
21409,28,0,2,0,7318.54,0.04,0.04,1,0,1
21410,18,0,0,1,4309.78,0.37,28.94,0,0,1
21411,30,0,1,1,1791.23,0.33,2857.47,0,1,0
21412,48,0,2,1,22733.93,0.31,2052.17,0,0,1
21413,63,0,2,0,7619.39,0.53,0.53,0,1,0
21414,51,1,2,3,6291.6,0.59,0.59,0,1,0
21415,62,0,2,0,12069.45,2293.2,0.34,0,0,1
21416,25,0,1,1,1897.23,487.56,0.24,0,1,0
21417,30,0,2,3,1316.87,0.1,12861.81,0,1,0
21418,64,0,2,0,1678.54,4950.66,0.13,0,1,0
21419,34,0,2,0,3057.31,143.66,0.89,0,0,1
21420,47,0,2,0,2190.65,0.36,0.36,0,1,0
21421,44,0,2,1,1300.9,0.16,0.16,1,1,0
21422,38,1,1,0,2216.3,71.59,0.16,0,0,1
21423,53,0,1,1,13421.47,666.19,854.76,0,0,1
21424,29,0,2,0,3345.56,0.17,0.17,1,1,0
21425,51,1,2,3,2711.73,283.29,15164.06,0,0,1
21426,56,0,2,1,2318.95,0.67,0.67,0,0,1
21427,40,0,2,3,12133.82,0.53,0.53,0,1,0
21428,59,1,1,1,3808.2,947.56,947.56,0,0,1
21429,40,0,2,0,2864.15,0.67,5148.21,1,0,1
21430,36,0,1,1,5904.55,0.7,0.7,0,0,1
21431,32,0,2,0,1856.36,0.27,0.27,0,0,1
21432,65,0,2,1,2044.4,214.34,0.06,0,1,0
21433,34,0,2,1,25724.67,0.27,25474.63,0,1,0
21434,64,1,2,0,1873.26,0.64,0.64,0,0,1
21435,37,0,1,1,2946.2,357.8,0.66,0,0,1
21436,37,0,2,1,1674.64,0.54,0.54,0,0,1
21437,53,1,1,1,2154.94,1.03,1704.89,0,0,1
21438,30,0,2,0,1974.31,0.11,0.11,0,1,0
21439,90,0,4,1,5245.05,0.4,0.4,0,0,1
21440,34,0,1,0,2326.49,576.17,419.31,0,1,0
21441,60,0,1,0,6036.57,14.53,0.24,0,1,0
21442,62,1,2,3,6098.96,0.6,0.6,1,0,1
21443,34,0,1,0,1953.22,0.07,0.07,0,0,1
21444,25,0,2,1,1176.14,714.93,0.64,1,0,1
21445,34,0,4,0,1466.14,0.07,0.07,0,0,1
21446,58,0,2,1,1299.39,0.41,171.84,1,1,0
21447,27,0,2,0,1180.38,0.43,0.43,1,1,0
21448,64,0,2,0,5686.8,428.74,214.46,0,1,0
21449,33,0,1,0,5550.22,57.69,1407.54,0,0,1
21450,15,0,0,1,2384.32,0.63,0.63,0,0,1
21451,66,0,2,0,2037.73,0.6,0.6,0,0,1
21452,28,0,2,0,10308.7,0.13,0.13,1,0,1
21453,52,0,2,1,2025.59,7428.63,285.77,1,0,1
21454,55,0,2,1,1429.24,3293.53,1164.96,0,0,1
21455,23,0,0,0,3135.79,0.67,0.67,0,1,0
21456,64,0,2,1,15073.52,0.46,0.46,0,1,0
21457,76,0,4,0,2963.08,0.11,0.11,0,0,1
21458,51,1,2,1,4108.92,0.39,0.39,0,0,1
21459,56,0,1,1,5066.18,2857.2,0.06,0,1,0
21460,43,0,2,0,6752.85,0.04,0.04,0,0,1
21461,37,0,1,0,3088.41,2574.73,2129.01,0,0,1
21462,45,0,2,1,1622.41,0.01,0.01,0,0,1
21463,56,1,2,1,1745.16,0.49,0.49,0,0,1
21464,27,0,0,1,1981.82,717.64,3.13,0,1,0
21465,47,0,2,0,2091.08,71.97,71.97,0,0,1
21466,48,0,1,1,1979.46,0.61,0.61,0,0,1
21467,57,0,2,0,39849.82,0.56,0.56,0,0,1
21468,59,0,2,0,624.82,0.37,0.37,1,0,1
21469,65,1,2,1,2807.02,0.2,0.2,0,0,1
21470,28,0,2,0,4006.39,0.67,0.67,0,1,0
21471,55,0,1,1,6196.27,0.46,0.46,0,1,0
21472,65,0,2,1,9333.47,0.16,0.16,0,0,1
21473,42,0,2,1,3787.42,4286.24,0.53,0,0,1
21474,26,0,2,0,5725.55,0.33,0.33,0,0,1
21475,57,0,1,0,2680.98,0.19,0.19,0,1,0
21476,38,0,2,1,993.04,115.88,121.89,0,0,1
21477,41,0,2,1,9734.94,572.13,1143.56,0,0,1
21478,59,1,1,0,6128.06,714.47,714.47,0,0,1
21479,22,0,0,1,7376.97,0.41,0.41,0,1,0
21480,34,1,1,0,4662.26,0.49,0.49,0,0,1
21481,65,0,4,1,4291.7,0.01,0.01,0,0,1
21482,36,1,2,0,2719.31,0.09,0.09,0,1,0
21483,44,0,2,1,4583.57,0.43,0.43,0,0,1
21484,73,0,2,1,49.44,0.39,0.39,0,0,1
21485,78,0,4,1,863.05,21319.94,28.93,1,0,1
21486,90,0,2,3,2636.9,357.84,357.84,1,0,1
21487,46,0,2,3,1950.69,397.24,0.66,0,1,0
21488,20,0,0,1,2899.17,0.21,957.36,1,0,1
21489,26,0,2,0,7301.82,0.6,0.6,0,0,1
21490,38,0,2,1,3549.22,0.09,0.09,0,0,1
21491,8,0,0,1,3966.86,0.26,0.26,0,0,1
21492,38,0,1,0,1654.15,0.41,0.41,0,0,1
21493,35,0,2,1,2364.82,0.19,0.19,0,1,0
21494,33,0,0,1,3031.33,0.46,0.46,0,0,1
21495,50,0,1,3,5418.22,1717.19,3863.26,0,0,1
21496,55,0,2,1,224.17,5714.44,0.16,0,1,0
21497,90,0,2,1,2392.01,1492.4,8692.81,0,0,1
21498,34,0,1,0,1362.58,2063.48,822.26,0,0,1
21499,38,0,1,3,14927.69,1295.53,1510.61,0,0,1
21500,80,0,4,0,50469.56,7142.94,7142.94,0,0,1
21501,73,0,1,0,1836.42,0.53,0.53,0,0,1
21502,90,0,2,3,244297.2,0.06,35714.34,0,0,1
21503,46,1,2,0,1432.17,0.4,1.71,0,0,1
21504,64,0,1,1,1325.29,0.67,5714.96,1,0,1
21505,90,0,2,1,1027.84,1143.56,0.7,0,0,1
21506,69,0,4,1,2856.7,0.29,0.29,0,0,1
21507,31,0,2,1,4642.23,0.37,0.37,0,1,0
21508,39,0,2,0,1336.64,47.41,47.49,0,0,1
21509,62,0,2,1,1428.93,2857.5,0.36,0,0,1
21510,44,0,1,0,1477.38,0.69,0.69,0,0,1
21511,68,0,2,0,3791.85,0.11,714.67,1,0,1
21512,27,0,2,3,2192.73,0.3,0.3,0,1,0
21513,27,0,1,0,1729.41,0.17,6.46,0,0,1
21514,54,0,1,0,3004.68,6000.16,1647.3,1,0,1
21515,72,0,4,0,5620.73,0.39,4614.67,0,0,1
21516,81,0,2,1,4133.02,0.23,0.23,0,1,0
21517,68,0,2,1,10366.2,0.21,0.21,0,0,1
21518,28,0,2,1,3531.83,1102.8,1102.8,0,0,1
21519,54,0,2,0,7870.57,3678.7,857.27,0,1,0
21520,53,1,1,1,8752.5,0.64,0.64,0,0,1
21521,75,1,2,1,8007.03,0.64,0.64,0,0,1
21522,90,0,2,3,95774.19,0.19,0.19,0,0,1
21523,90,0,2,1,3653.54,0.11,0.11,0,1,0
21524,19,0,2,0,2504.38,253.87,193.16,0,1,0
21525,40,0,1,1,1867.78,1000.43,0.43,0,0,1
21526,43,0,1,0,1130.99,0.64,0.64,0,0,1
21527,33,0,2,1,2179.9,993.63,1300.84,0,0,1
21528,32,0,2,0,4696.63,4392.96,0.1,0,0,1
21529,34,0,1,0,4992.66,505.89,0.5,0,1,0
21530,65,0,2,0,8648.54,0.37,0.37,0,0,1
21531,65,0,4,0,3536.45,0.7,0.7,0,1,0
21532,61,0,2,1,7057.13,0.16,185.56,0,0,1
21533,43,0,2,1,2489.83,1285.96,0.24,0,0,1
21534,38,0,2,0,4820.99,0.09,1152.66,0,1,0
21535,34,0,2,1,2170.99,0.53,0.53,0,1,0
21536,75,0,4,0,3788.08,0.51,185.09,0,1,0
21537,39,0,2,1,12356.71,0.41,0.41,0,1,0
21538,22,0,2,0,12630.19,11500.19,1081.61,0,0,1
21539,40,0,2,1,4341.13,0.1,3571.53,0,0,1
21540,26,0,1,0,5671.9,0.1,0.1,1,0,1
21541,54,0,2,3,3303.16,0.5,0.5,0,1,0
21542,59,0,2,0,2032.34,0.36,1050.9,0,1,0
21543,58,0,2,1,17447.43,0.34,0.34,1,1,0
21544,23,0,0,0,2785.56,357.16,0.01,0,0,1
21545,49,1,2,1,4671.39,64.61,3576.04,0,0,1
21546,44,1,2,1,21434.81,10714.44,6832.87,0,0,1
21547,68,0,2,1,3344.52,0.19,17143.04,0,0,1
21548,36,0,1,1,62504.84,42857.5,0.36,0,1,0
21549,42,0,1,1,8106.61,0.3,0.3,0,0,1
21550,63,0,2,0,1843.91,0.24,0.24,0,0,1
21551,69,0,1,0,20272.6,314.7,300.41,0,0,1
21552,39,0,2,1,4417.62,64928.8,1428.8,0,0,1
21553,61,1,2,1,4091.77,0.19,0.19,0,1,0
21554,53,0,2,0,1886.01,0.54,0.54,0,0,1
21555,62,0,2,0,1737.67,0.2,783.07,0,0,1
21556,31,0,1,0,2798.77,92.21,92.4,0,1,0
21557,52,0,1,0,921.62,0.04,0.04,1,0,1
21558,75,0,4,1,1612.83,0.5,1429.07,1,0,1
21559,35,1,2,0,7961.56,15000.2,7143.06,0,0,1
21560,54,0,2,1,3758.04,571.97,0.54,0,0,1
21561,48,1,2,1,786.91,2857.23,690.09,1,0,1
21562,39,1,2,0,4556.94,428.59,500.01,0,0,1
21563,36,0,2,0,82584.72,1995.41,60321.26,0,1,0
21564,38,0,2,1,19233.2,0.31,0.31,1,0,1
21565,70,0,4,1,7516.71,0.46,291.43,0,0,1
21566,42,0,2,1,5336.24,1428.7,714.41,0,0,1
21567,34,0,1,1,1531.3,0.47,0.47,0,1,0
21568,52,0,1,3,5067.54,71.6,0.17,0,0,1
21569,52,0,2,0,6212.25,0.23,0.23,0,1,0
21570,57,0,2,0,2167.0,286.07,0.36,0,0,1
21571,35,0,2,1,8334.84,571.97,0.54,0,0,1
21572,61,0,1,1,1961.7,1432.9,4699.6,0,0,1
21573,45,0,2,1,4478.31,0.23,0.23,0,1,0
21574,9,0,0,0,2311.27,0.41,0.41,0,1,0
21575,37,1,1,1,6650.91,0.07,2614.36,0,0,1
21576,31,1,1,1,10287.75,13361.81,6049.35,0,0,1
21577,50,0,2,1,23016.08,48496.75,81289.06,1,0,1
21578,39,0,2,0,3584.04,0.07,0.07,0,1,0
21579,37,0,2,1,1797.14,0.56,73.13,0,0,1
21580,64,0,2,1,2182.39,0.06,0.06,0,1,0
21581,31,0,0,0,3394.96,213.31,213.31,0,1,0
21582,43,0,2,1,7225.34,0.2,0.22,0,1,0
21583,64,0,2,1,12286.86,399.57,94.32,0,0,1
21584,53,1,4,3,5468.35,193.16,1051.37,0,0,1
21585,48,0,2,1,5179.49,0.37,0.37,0,1,0
21586,14,0,2,3,6857.95,0.7,0.7,0,1,0
21587,56,0,2,1,715.9,0.23,4285.94,1,0,1
21588,58,0,2,0,1420.01,0.5,0.5,0,1,0
21589,82,0,4,0,1688.34,0.37,214.66,0,0,1
21590,32,0,0,3,2150.4,275.49,0.5,0,1,0
21591,58,0,2,1,6249.54,143.51,0.66,0,0,1
21592,47,0,2,0,12770.36,0.23,0.23,1,0,1
21593,23,0,2,0,10336.81,0.63,0.63,0,0,1
21594,5,0,0,1,3646.59,0.57,0.57,0,1,0
21595,23,0,2,1,11906.41,0.41,0.41,1,0,1
21596,62,0,1,1,1428.79,0.21,0.21,0,0,1
21597,46,0,2,0,923.41,0.01,0.01,1,1,0
21598,39,0,1,1,2307.56,0.31,571.74,0,0,1
21599,15,0,0,1,363.08,0.63,0.63,1,0,1
21600,30,0,2,1,3910.79,0.46,0.46,0,0,1
21601,36,0,1,3,27733.47,2464.12,2496.19,0,0,1
21602,24,0,2,3,4426.71,1857.33,425.9,0,1,0
21603,46,0,2,1,1598.12,0.4,0.4,0,1,0
21604,45,0,2,3,8689.54,0.24,0.24,1,0,1
21605,41,0,1,0,5921.99,0.5,1814.79,0,0,1
21606,69,0,2,1,10850.07,0.29,0.29,0,0,1
21607,40,1,1,0,6428.64,6286.04,1287.07,0,0,1
21608,39,0,1,1,2875.66,3549.09,5090.66,0,0,1
21609,34,0,1,1,17039.2,2271.93,0.5,0,1,0
21610,26,0,0,3,2092.74,0.29,0.29,0,0,1
21611,41,0,2,1,7529.93,0.47,0.47,0,0,1
21612,62,0,2,1,4301.26,6198.3,3826.87,0,1,0
21613,31,0,1,0,2055.88,14.43,0.14,0,0,1
21614,63,0,2,0,2577.12,0.51,0.51,0,0,1
21615,30,0,1,1,43410.34,216.83,242.59,0,1,0
21616,37,1,2,0,1705.18,0.04,214.33,0,0,1
21617,12,0,0,0,625.55,143.37,0.51,1,1,0
21618,60,0,2,0,3764.1,0.14,0.14,0,1,0
21619,38,0,2,1,3061.68,0.23,0.23,0,0,1
21620,46,1,1,1,42652.8,41414.64,0.36,0,0,1
21621,37,0,2,0,1925.71,1431.24,5716.76,1,1,0
21622,27,0,0,1,3278.12,0.37,0.37,1,0,1
21623,36,0,2,3,4206.27,0.51,0.51,0,1,0
21624,74,1,2,1,6049.2,571.81,0.39,0,0,1
21625,45,1,2,3,14359.84,351.26,595.9,0,0,1
21626,50,0,2,0,638.13,8571.53,0.1,1,0,1
21627,59,0,2,1,26892.9,0.19,0.19,1,0,1
21628,39,0,2,1,5662.58,107.21,0.07,0,1,0
21629,35,0,2,1,1503.21,0.43,0.43,0,0,1
21630,80,0,4,1,2563.31,131.69,0.24,0,0,1
21631,42,0,2,1,3373.6,1018.15,2143.44,0,0,1
21632,56,0,1,0,3256.32,112.87,1269.1,0,0,1
21633,90,0,4,1,4681.88,1447.82,372.42,0,0,1
21634,79,0,2,3,1608.96,0.36,0.36,0,0,1
21635,53,0,2,1,11840.75,0.41,0.41,0,1,0
21636,20,0,0,1,1943.55,0.33,0.33,0,1,0
21637,60,0,1,1,1595.37,0.27,0.27,0,0,1
21638,61,0,1,1,7378.78,1172.79,616.96,0,0,1
21639,10,0,0,1,1916.39,6.77,0.34,0,0,1
21640,45,0,2,1,6237.53,3.98,1.23,0,0,1
21641,24,0,0,1,4935.84,0.37,0.37,1,0,1
21642,41,0,2,1,4605.99,0.61,0.61,0,1,0
21643,62,0,2,1,4686.13,0.03,0.03,0,0,1
21644,36,0,1,0,4098.89,2040.37,2427.58,0,0,1
21645,36,0,2,0,1284.36,0.13,105.13,0,0,1
21646,89,0,2,3,1874.97,0.13,0.13,0,1,0
21647,68,0,2,0,39853.01,0.26,0.26,0,0,1
21648,69,0,2,1,7019.07,0.23,5723.09,0,0,1
21649,74,1,4,1,1869.96,528.64,0.07,1,0,1
21650,33,0,2,1,14154.35,0.06,0.06,0,1,0
21651,68,0,2,1,9774.49,0.59,0.59,0,0,1
21652,33,1,1,0,1547.61,478.34,2142.22,0,0,1
21653,54,0,2,0,2041.76,0.07,428.64,0,1,0
21654,61,0,2,0,1933.51,0.27,0.27,0,1,0
21655,29,0,2,0,1516.8,0.11,0.11,0,1,0
21656,61,0,2,1,1766.18,0.4,0.4,1,1,0
21657,66,0,2,1,1678.14,0.2,0.2,0,1,0
21658,38,1,2,0,733.67,100.66,100.66,1,0,1
21659,84,0,4,3,730.67,0.66,0.66,1,0,1
21660,37,0,2,0,3800.67,1157.51,0.37,0,0,1
21661,30,0,1,0,16245.91,0.63,0.63,0,0,1
21662,44,0,2,1,5956.01,0.31,986.03,0,0,1
21663,61,0,1,1,984.64,429.14,6572.0,1,0,1
21664,81,0,4,0,1858.29,0.03,0.03,0,0,1
21665,67,0,2,0,1711.83,0.49,0.49,0,1,0
21666,69,0,4,1,2562.56,0.57,5000.57,0,0,1
21667,28,0,2,1,2220.6,0.43,0.43,0,0,1
21668,8,0,0,0,2585.66,0.01,0.01,0,1,0
21669,47,1,1,1,7201.51,5693.64,0.16,0,0,1
21670,45,0,1,1,27665.34,1973.43,3262.09,0,0,1
21671,51,1,1,1,1028.39,0.2,0.2,1,1,0
21672,48,0,2,1,7701.32,7314.81,171.96,1,0,1
21673,48,0,2,0,10781.18,7783.51,1319.23,0,0,1
21674,26,0,0,1,2554.63,0.04,0.04,0,1,0
21675,26,0,2,1,0.66,2507.2,788.63,0,1,0
21676,58,0,2,1,5239.77,0.43,0.43,0,1,0
21677,46,0,1,0,1428.9,0.4,684.16,0,0,1
21678,41,1,1,0,1157.7,0.33,0.33,0,0,1
21679,79,0,4,0,1188.91,0.16,0.16,1,0,1
21680,41,0,2,1,357.76,2.71,1.4,1,0,1
21681,26,0,1,0,3946.1,0.69,0.69,0,1,0
21682,68,0,2,1,11432.12,143.03,0.17,0,1,0
21683,68,0,2,1,18586.5,714.47,714.47,0,1,0
21684,47,0,2,1,2971.64,2780.37,3334.51,0,1,0
21685,58,0,2,1,4718.59,0.67,0.67,0,1,0
21686,36,0,2,1,2124.63,0.69,0.69,0,0,1
21687,90,0,2,0,2197.51,0.69,113.19,0,1,0
21688,72,0,2,3,10028.57,0.04,0.04,1,1,0
21689,37,0,1,1,7422.82,0.19,0.19,0,0,1
21690,31,0,2,0,1641.46,500.4,1927.66,1,1,0
21691,28,0,0,1,7480.16,0.36,286.07,0,1,0
21692,36,0,1,1,2183.94,0.66,0.66,0,1,0
21693,57,1,2,1,1431.55,0.39,236.1,0,0,1
21694,33,0,2,1,10815.69,0.3,0.3,0,0,1
21695,34,0,2,1,6739.64,3285.81,428.67,0,1,0
21696,61,0,2,1,3788.2,0.53,0.53,0,0,1
21697,40,0,2,0,22032.97,1429.23,0.66,1,0,1
21698,51,0,1,0,944.59,28.94,0.17,1,0,1
21699,90,0,2,3,1063.56,0.27,0.27,1,0,1
21700,52,0,1,0,976.29,0.69,0.69,0,0,1
21701,17,0,2,3,2895.88,0.57,0.57,0,1,0
21702,40,0,2,1,12736.63,6364.37,0.09,0,0,1
21703,46,0,2,0,2755.18,0.01,0.01,0,1,0
21704,52,0,1,0,6029.29,12415.17,0.06,0,0,1
21705,31,0,1,0,1551.22,333.84,707.71,0,0,1
21706,48,0,2,0,544.3,14285.77,35714.34,1,1,0
21707,34,0,2,1,927.43,357.51,0.37,0,0,1
21708,33,0,2,1,3259.84,0.33,0.33,0,1,0
21709,31,0,2,3,664.99,0.46,12.67,0,1,0
21710,60,1,1,1,8322.87,0.59,0.59,1,0,1
